supplier,sku,manufacturer,category,description,item_type,unit_cost,unit_sell,lead_time_days
EET Group,MSX-SUB-XV2-2T0-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£37.13,£52.31,7
EET Group,MSX-SUB-XV2-2T1-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£37.13,£52.31,7
EET Group,MSX-SUB-XE3-4TN-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£59.40,£83.70,7
EET Group,MSX-SUB-EX2010M-P-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£18.56,£26.16,7
EET Group,MSX-SUB-EX2016M-P-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£44.55,£62.78,7
EET Group,MSX-SUB-EX2028-P-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£44.55,£62.78,7
EET Group,MSX-SUB-EX2052-P-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£63.11,£88.93,7
EET Group,MSX-SUB-EX2052R-P-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£63.11,£88.93,7
EET Group,MSX-SUB-EX3028R-P-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£89.10,£125.55,7
EET Group,MSX-SUB-EX3052R-P-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£89.10,£125.55,7
EET Group,MSX-SUB-EX3024F-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£89.10,£125.55,7
EET Group,NSE-SUB-3000-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£310.05,£272.03,7
